Day,Product ID,Store ID,Actual_Demand,Baseline_Forecast,ML_Forecast,Final_Forecast,Forecast_Error
1970-01-01 00:00:00.000000027,P0005,S003,343,43.0,344.1481476839032,344.1481476839032,-1.1481476839031757
1970-01-01 00:00:00.000000027,P0005,S003,43,373.0,43.0957045129691,43.0957045129691,-0.09570451296909965
1970-01-01 00:00:00.000000027,P0005,S003,373,37.0,375.2981507578716,375.2981507578716,-2.2981507578716105
1970-01-01 00:00:00.000000027,P0005,S003,37,27.0,36.67833593835371,36.67833593835371,0.32166406164628825
1970-01-01 00:00:00.000000027,P0005,S003,27,114.0,27.697144038311407,27.697144038311407,-0.6971440383114071
1970-01-01 00:00:00.000000027,P0005,S003,114,142.0,113.51393222375415,113.51393222375415,0.4860677762458465
1970-01-01 00:00:00.000000027,P0005,S003,142,19.0,142.38274533861266,142.38274533861266,-0.3827453386126649
1970-01-01 00:00:00.000000027,P0005,S003,19,170.0,18.45445748373155,18.45445748373155,0.5455425162684513
1970-01-01 00:00:00.000000027,P0005,S003,170,37.0,170.17623682528315,170.17623682528315,-0.17623682528315499
1970-01-01 00:00:00.000000027,P0005,S003,37,211.0,36.88363819282197,36.88363819282197,0.11636180717803057
1970-01-01 00:00:00.000000027,P0005,S003,211,227.0,210.9672097807521,210.9672097807521,0.03279021924788594
1970-01-01 00:00:00.000000027,P0005,S003,227,320.0,226.59311898715455,226.59311898715455,0.40688101284544587
1970-01-01 00:00:00.000000027,P0005,S003,320,14.0,321.80866379956655,321.80866379956655,-1.8086637995665455
1970-01-01 00:00:00.000000027,P0005,S003,375,70.0,377.94358060370683,377.94358060370683,-2.9435806037068346
1970-01-01 00:00:00.000000027,P0014,S002,34,195.0,33.89994820410522,33.89994820410522,0.1000517958947782
1970-01-01 00:00:00.000000027,P0014,S002,318,34.0,318.2698757955142,318.2698757955142,-0.26987579551422414
1970-01-01 00:00:00.000000027,P0014,S002,180,318.0,179.5964619245355,179.5964619245355,0.40353807546449616
1970-01-01 00:00:00.000000027,P0010,S005,146,85.0,146.3052940325517,146.3052940325517,-0.30529403255169996
1970-01-01 00:00:00.000000027,P0010,S005,36,146.0,36.24162526573235,36.24162526573235,-0.24162526573235255
1970-01-01 00:00:00.000000027,P0010,S005,78,36.0,77.31183963963205,77.31183963963205,0.6881603603679451
1970-01-01 00:00:00.000000027,P0010,S005,3,78.0,2.8653514320902134,2.8653514320902134,0.13464856790978663
1970-01-01 00:00:00.000000027,P0010,S005,109,3.0,108.38361590209097,108.38361590209097,0.6163840979090338
1970-01-01 00:00:00.000000027,P0010,S005,114,109.0,114.08647695714039,114.08647695714039,-0.08647695714039116
1970-01-01 00:00:00.000000027,P0010,S005,142,114.0,142.32314813287334,142.32314813287334,-0.3231481328733423
1970-01-01 00:00:00.000000027,P0010,S005,28,142.0,27.468781570363966,27.468781570363966,0.5312184296360343
1970-01-01 00:00:00.000000027,P0010,S005,118,28.0,118.14906915378141,118.14906915378141,-0.1490691537814115
1970-01-01 00:00:00.000000027,P0010,S005,30,118.0,30.490702547634278,30.490702547634278,-0.4907025476342781
1970-01-01 00:00:00.000000027,P0010,S005,84,30.0,83.84858392523941,83.84858392523941,0.15141607476058994
1970-01-01 00:00:00.000000027,P0016,S005,21,18.0,21.066773828670843,21.066773828670843,-0.06677382867084347
1970-01-01 00:00:00.000000027,P0016,S005,176,21.0,176.17739676917103,176.17739676917103,-0.17739676917102543
1970-01-01 00:00:00.000000027,P0016,S005,112,176.0,112.04546067477276,112.04546067477276,-0.04546067477275528
1970-01-01 00:00:00.000000027,P0016,S005,73,112.0,73.05055980944574,73.05055980944574,-0.05055980944574401
1970-01-01 00:00:00.000000027,P0016,S005,227,73.0,227.33038462993608,227.33038462993608,-0.3303846299360771
1970-01-01 00:00:00.000000027,P0016,S005,22,227.0,21.177703950888294,21.177703950888294,0.8222960491117064
1970-01-01 00:00:00.000000027,P0016,S005,25,22.0,25.22042937823795,25.22042937823795,-0.22042937823794873
1970-01-01 00:00:00.000000027,P0016,S005,27,25.0,26.454438392575018,26.454438392575018,0.5455616074249825
1970-01-01 00:00:00.000000027,P0005,S005,94,118.0,94.54377112135947,94.54377112135947,-0.5437711213594696
1970-01-01 00:00:00.000000027,P0005,S005,118,94.0,118.0133034418544,118.0133034418544,-0.013303441854404241
1970-01-01 00:00:00.000000027,P0005,S005,33,118.0,33.39027903005967,33.39027903005967,-0.39027903005967346
1970-01-01 00:00:00.000000027,P0005,S005,280,33.0,280.32462585339687,280.32462585339687,-0.3246258533968671
1970-01-01 00:00:00.000000027,P0005,S005,160,280.0,160.16675779674702,160.16675779674702,-0.16675779674702085
1970-01-01 00:00:00.000000027,P0005,S005,308,160.0,306.18768333685614,306.18768333685614,1.8123166631438608
1970-01-01 00:00:00.000000027,P0005,S005,160,308.0,159.61587248920188,159.61587248920188,0.38412751079812324
1970-01-01 00:00:00.000000027,P0005,S005,151,160.0,151.75351103863514,151.75351103863514,-0.7535110386351391
1970-01-01 00:00:00.000000027,P0005,S005,347,151.0,347.9038426046355,347.9038426046355,-0.9038426046354857
1970-01-01 00:00:00.000000027,P0005,S005,90,347.0,89.18438684454398,89.18438684454398,0.8156131554560204
1970-01-01 00:00:00.000000027,P0010,S005,85,35.0,84.83241124396147,84.83241124396147,0.1675887560385263
1970-01-01 00:00:00.000000027,P0010,S005,35,342.0,35.047421061858685,35.047421061858685,-0.04742106185868522
1970-01-01 00:00:00.000000027,P0010,S005,342,7.0,342.18138587024004,342.18138587024004,-0.18138587024003527
1970-01-01 00:00:00.000000027,P0010,S005,7,304.0,7.038437355484508,7.038437355484508,-0.03843735548450766
1970-01-01 00:00:00.000000027,P0014,S002,88,180.0,89.08233713232815,89.08233713232815,-1.0823371323281492
1970-01-01 00:00:00.000000027,P0014,S002,27,88.0,27.99627314845799,27.99627314845799,-0.9962731484579912
1970-01-01 00:00:00.000000027,P0014,S002,78,27.0,77.80290595355585,77.80290595355585,0.19709404644414974
1970-01-01 00:00:00.000000027,P0014,S002,224,78.0,223.55324361653345,223.55324361653345,0.4467563834665498
1970-01-01 00:00:00.000000027,P0014,S002,10,224.0,9.965484975454011,9.965484975454011,0.03451502454598909
1970-01-01 00:00:00.000000027,P0014,S002,350,10.0,351.15438530043673,351.15438530043673,-1.1543853004367293
1970-01-01 00:00:00.000000027,P0014,S002,68,350.0,67.96801426259617,67.96801426259617,0.03198573740382926
1970-01-01 00:00:00.000000027,P0014,S002,35,68.0,35.79391898865318,35.79391898865318,-0.7939189886531821
1970-01-01 00:00:00.000000027,P0014,S002,158,35.0,158.4084160523951,158.4084160523951,-0.40841605239509704
1970-01-01 00:00:00.000000027,P0014,S002,190,158.0,190.68038164128384,190.68038164128384,-0.6803816412838444
1970-01-01 00:00:00.000000027,P0014,S002,220,190.0,221.26031303786857,221.26031303786857,-1.2603130378685705
1970-01-01 00:00:00.000000027,P0014,S002,196,220.0,195.3645693217506,195.3645693217506,0.6354306782494064
1970-01-01 00:00:00.000000027,P0014,S002,333,196.0,332.1174153135482,332.1174153135482,0.8825846864518212
1970-01-01 00:00:00.000000027,P0014,S002,60,333.0,60.84701506270664,60.84701506270664,-0.8470150627066388
1970-01-01 00:00:00.000000027,P0007,S003,250,33.0,248.6472139975755,248.6472139975755,1.3527860024244944
1970-01-01 00:00:00.000000027,P0014,S002,335,60.0,333.1712157401078,333.1712157401078,1.8287842598921884
1970-01-01 00:00:00.000000027,P0014,S002,298,18.0,298.17324446646813,298.17324446646813,-0.17324446646813385
1970-01-01 00:00:00.000000027,P0014,S002,66,298.0,66.42693205977288,66.42693205977288,-0.42693205977288073
1970-01-01 00:00:00.000000027,P0014,S002,30,66.0,30.254981687373274,30.254981687373274,-0.25498168737327376
1970-01-01 00:00:00.000000027,P0014,S002,172,30.0,170.61411505427535,170.61411505427535,1.385884945724655
1970-01-01 00:00:00.000000027,P0014,S002,29,172.0,28.663239722523173,28.663239722523173,0.33676027747682724
1970-01-01 00:00:00.000000027,P0010,S005,269,19.0,268.68516500785853,268.68516500785853,0.3148349921414706
1970-01-01 00:00:00.000000027,P0010,S005,117,269.0,117.29686491902265,117.29686491902265,-0.2968649190226529
1970-01-01 00:00:00.000000027,P0010,S005,152,117.0,152.7052671874514,152.7052671874514,-0.7052671874513976
1970-01-01 00:00:00.000000027,P0010,S005,46,152.0,46.45396973525705,46.45396973525705,-0.4539697352570471
1970-01-01 00:00:00.000000027,P0010,S005,295,46.0,294.0774839647194,294.0774839647194,0.9225160352805801
1970-01-01 00:00:00.000000027,P0010,S005,104,295.0,104.28411354720073,104.28411354720073,-0.28411354720073234
1970-01-01 00:00:00.000000027,P0010,S005,114,104.0,113.40862466444061,113.40862466444061,0.5913753355593911
1970-01-01 00:00:00.000000027,P0010,S005,112,114.0,112.02180468902917,112.02180468902917,-0.021804689029167434
1970-01-01 00:00:00.000000027,P0010,S005,304,112.0,303.88094164710554,303.88094164710554,0.11905835289445577
1970-01-01 00:00:00.000000027,P0014,S002,18,335.0,17.98383083406598,17.98383083406598,0.016169165934019958
1970-01-01 00:00:00.000000027,P0007,S003,33,276.0,32.953923835176695,32.953923835176695,0.046076164823304566
1970-01-01 00:00:00.000000027,P0007,S003,276,144.0,277.8674358800958,277.8674358800958,-1.8674358800957975
1970-01-01 00:00:00.000000027,P0007,S003,144,223.0,144.2420720527037,144.2420720527037,-0.2420720527036906
1970-01-01 00:00:00.000000027,P0002,S005,144,179.0,143.55161688893972,143.55161688893972,0.4483831110602807
1970-01-01 00:00:00.000000027,P0005,S001,229,458.0,228.48820129614708,228.48820129614708,0.5117987038529179
1970-01-01 00:00:00.000000027,P0005,S001,282,229.0,282.0560011582943,282.0560011582943,-0.05600115829429342
1970-01-01 00:00:00.000000027,P0005,S001,335,282.0,334.77369693834675,334.77369693834675,0.22630306165325464
1970-01-01 00:00:00.000000027,P0005,S001,99,335.0,98.93124485619869,98.93124485619869,0.06875514380131165
1970-01-01 00:00:00.000000027,P0005,S001,158,99.0,158.60414316997407,158.60414316997407,-0.6041431699740656
1970-01-01 00:00:00.000000027,P0005,S001,384,158.0,384.7754300145107,384.7754300145107,-0.7754300145106754
1970-01-01 00:00:00.000000027,P0005,S001,120,384.0,120.65493778918476,120.65493778918476,-0.654937789184757
1970-01-01 00:00:00.000000027,P0005,S001,9,120.0,8.903933231486684,8.903933231486684,0.09606676851331564
1970-01-01 00:00:00.000000027,P0005,S001,87,9.0,87.0960339634183,87.0960339634183,-0.09603396341829296
1970-01-01 00:00:00.000000027,P0005,S001,74,87.0,73.84300273877118,73.84300273877118,0.15699726122882396
1970-01-01 00:00:00.000000027,P0005,S001,372,74.0,371.53640740906604,371.53640740906604,0.4635925909339562
1970-01-01 00:00:00.000000027,P0005,S001,69,372.0,68.75128063033688,68.75128063033688,0.24871936966312091
1970-01-01 00:00:00.000000027,P0005,S001,314,69.0,316.19257600006966,316.19257600006966,-2.192576000069664
1970-01-01 00:00:00.000000027,P0005,S001,118,314.0,117.36113650013085,117.36113650013085,0.6388634998691458
1970-01-01 00:00:00.000000027,P0005,S001,129,118.0,129.04667603554827,129.04667603554827,-0.046676035548273376
1970-01-01 00:00:00.000000027,P0005,S001,369,129.0,369.1654032770514,369.1654032770514,-0.16540327705138225
1970-01-01 00:00:00.000000027,P0005,S001,49,369.0,49.25345305216315,49.25345305216315,-0.2534530521631524
1970-01-01 00:00:00.000000027,P0005,S001,175,49.0,175.61500716681303,175.61500716681303,-0.6150071668130295
1970-01-01 00:00:00.000000027,P0005,S001,78,175.0,78.70267628443875,78.70267628443875,-0.702676284438752
1970-01-01 00:00:00.000000027,P0005,S001,173,78.0,174.53727908537294,174.53727908537294,-1.537279085372944
1970-01-01 00:00:00.000000027,P0005,S001,264,173.0,264.2123164780797,264.2123164780797,-0.21231647807968557
1970-01-01 00:00:00.000000027,P0005,S001,303,264.0,302.9438712539187,302.9438712539187,0.05612874608129914
1970-01-01 00:00:00.000000027,P0005,S001,18,303.0,18.077075775995926,18.077075775995926,-0.07707577599592597
1970-01-01 00:00:00.000000027,P0005,S001,35,18.0,36.18847709252271,36.18847709252271,-1.1884770925227102
1970-01-01 00:00:00.000000027,P0019,S001,43,54.0,43.70008594941911,43.70008594941911,-0.7000859494191118
1970-01-01 00:00:00.000000027,P0019,S001,54,33.0,53.934003911345265,53.934003911345265,0.06599608865473527
1970-01-01 00:00:00.000000027,P0019,S001,33,99.0,33.71971810804191,33.71971810804191,-0.7197181080419099
1970-01-01 00:00:00.000000027,P0019,S001,99,83.0,99.57463016290606,99.57463016290606,-0.5746301629060611
1970-01-01 00:00:00.000000027,P0002,S005,162,144.0,162.78438758412452,162.78438758412452,-0.7843875841245165
1970-01-01 00:00:00.000000027,P0002,S005,358,162.0,357.78183811641276,357.78183811641276,0.21816188358724276
1970-01-01 00:00:00.000000027,P0002,S005,106,358.0,106.54732953873159,106.54732953873159,-0.5473295387315886
1970-01-01 00:00:00.000000027,P0002,S005,6,106.0,6.363671330371339,6.363671330371339,-0.36367133037133925
1970-01-01 00:00:00.000000027,P0010,S004,116,361.0,115.2590378470235,115.2590378470235,0.7409621529764934
1970-01-01 00:00:00.000000027,P0010,S004,96,116.0,95.7726452924496,95.7726452924496,0.2273547075504041
1970-01-01 00:00:00.000000027,P0010,S004,50,96.0,50.10369842589553,50.10369842589553,-0.10369842589553002
1970-01-01 00:00:00.000000027,P0010,S004,184,50.0,183.3252947895634,183.3252947895634,0.6747052104365991
1970-01-01 00:00:00.000000027,P0010,S004,97,184.0,96.77316692845606,96.77316692845606,0.22683307154393617
1970-01-01 00:00:00.000000027,P0010,S004,117,97.0,116.49897327244821,116.49897327244821,0.501026727551789
1970-01-01 00:00:00.000000027,P0010,S004,134,117.0,134.50986201393692,134.50986201393692,-0.5098620139369245
1970-01-01 00:00:00.000000027,P0010,S004,61,134.0,61.163628537284914,61.163628537284914,-0.16362853728491444
1970-01-01 00:00:00.000000027,P0001,S003,140,124.0,139.45683821571183,139.45683821571183,0.5431617842881735
1970-01-01 00:00:00.000000027,P0001,S003,124,85.0,124.14738299421695,124.14738299421695,-0.14738299421695444
1970-01-01 00:00:00.000000027,P0001,S003,85,197.0,84.59267774537534,84.59267774537534,0.40732225462465976
1970-01-01 00:00:00.000000027,P0001,S003,197,125.0,197.22222835076747,197.22222835076747,-0.22222835076746605
1970-01-01 00:00:00.000000027,P0001,S003,125,22.0,124.79532213047844,124.79532213047844,0.20467786952156075
1970-01-01 00:00:00.000000027,P0009,S003,114,404.0,113.83073182945972,113.83073182945972,0.16926817054027765
1970-01-01 00:00:00.000000027,P0019,S001,83,40.0,82.99064255363562,82.99064255363562,0.009357446364376187
1970-01-01 00:00:00.000000027,P0009,S003,404,111.0,401.466903691342,401.466903691342,2.5330963086580027
1970-01-01 00:00:00.000000027,P0009,S003,3,270.0,2.6322419640456833,2.6322419640456833,0.36775803595431666
1970-01-01 00:00:00.000000027,P0009,S003,270,127.0,270.2788113721318,270.2788113721318,-0.27881137213182683
1970-01-01 00:00:00.000000027,P0009,S003,127,153.0,126.48281700411044,126.48281700411044,0.5171829958895557
1970-01-01 00:00:00.000000027,P0009,S003,153,63.0,153.35650629691628,153.35650629691628,-0.35650629691627955
1970-01-01 00:00:00.000000027,P0009,S003,63,30.0,62.87992966469079,62.87992966469079,0.12007033530920808
1970-01-01 00:00:00.000000027,P0009,S003,30,83.0,29.99918427580554,29.99918427580554,0.0008157241944601878
1970-01-01 00:00:00.000000027,P0009,S003,83,58.0,82.83705323015246,82.83705323015246,0.16294676984753664
1970-01-01 00:00:00.000000027,P0009,S003,58,44.0,58.74275469646951,58.74275469646951,-0.7427546964695111
1970-01-01 00:00:00.000000027,P0009,S003,44,106.0,43.93040401611809,43.93040401611809,0.06959598388191068
1970-01-01 00:00:00.000000027,P0009,S003,106,55.0,106.0665103654372,106.0665103654372,-0.06651036543719613
1970-01-01 00:00:00.000000027,P0009,S003,55,8.0,53.93312673697696,53.93312673697696,1.0668732630230409
1970-01-01 00:00:00.000000027,P0009,S003,8,212.0,8.099660205538319,8.099660205538319,-0.09966020553831889
1970-01-01 00:00:00.000000027,P0009,S003,212,181.0,213.41117785088747,213.41117785088747,-1.4111778508874693
