Date,Product ID,Store ID,Current_Inventory,Forecast_Demand,Inventory_Coverage,Stockout_Risk_Score,Stockout_Risk_Level,Overstock_Risk_Score,Overstock_Risk_Level,Decision
2023-09-18,P0012,S001,470,349.02323618348635,1.3466152143317889,50.7892681622623,Medium,0.0,Low,REORDER SOON
2023-09-18,P0001,S004,381,216.9488317529104,1.7561744717479395,47.807077595057514,Medium,6.0,Low,REORDER SOON
2023-09-18,P0005,S004,472,261.7929814627976,1.8029513142890505,46.750253519246975,Medium,6.0,Low,REORDER SOON
2023-09-18,P0006,S005,340,110.43586798033355,3.078709899401047,28.364954452965428,Low,17.5,Low,MONITOR
2023-09-18,P0001,S001,492,261.57813667347585,1.8808911411971574,50.42427343258925,Medium,0.0,Low,REORDER SOON
2023-09-18,P0002,S004,69,20.028768079534593,3.4450446340983016,27.094896415235,Low,17.5,Low,MONITOR
2023-09-18,P0020,S001,405,387.0110843848971,1.0464816547662812,47.803172481030714,Medium,6.0,Low,REORDER SOON
2023-09-18,P0004,S005,133,8.929471021082417,14.894499314235743,5.447473252685164,Low,76.0,High,REDUCE INVENTORY
2023-09-18,P0015,S003,131,68.81254164148307,1.9037227353484025,52.829342469581775,Medium,0.0,Low,REORDER SOON
2023-09-18,P0014,S003,76,62.4322203104097,1.2173201533139784,52.39290894200135,Medium,0.0,Low,REORDER SOON
2023-09-18,P0013,S005,371,99.62878280485536,3.7238234730487894,27.260368775806892,Low,17.5,Low,MONITOR
2023-09-18,P0001,S003,51,43.407394275602094,1.17491503120853,47.237506879380724,Medium,6.0,Low,REORDER SOON
2023-09-18,P0006,S004,199,1.0853071466237223,183.35823238524534,6.885423373507857,Low,76.0,High,REDUCE INVENTORY
2023-09-18,P0015,S002,336,56.65098765661795,5.931052818295368,28.01199881727058,Low,17.5,Low,MONITOR
2023-09-18,P0007,S001,292,204.42311998062863,1.4284098590593386,50.47335081635623,Medium,0.0,Low,REORDER SOON
2023-09-18,P0016,S005,176,15.478036384181168,11.370951432823556,6.616745126246483,Low,55.0,Medium,HOLD
2023-09-18,P0012,S003,226,72.55219037554555,3.1149989935545155,23.961595196991027,Low,23.5,Low,MONITOR
2023-09-18,P0006,S003,271,81.0608427219684,3.343167809512002,22.940027510551918,Low,23.5,Low,MONITOR
2023-09-18,P0006,S002,197,77.51573187081252,2.541419596325551,50.76161021185521,Medium,0.0,Low,REORDER SOON
2023-09-18,P0007,S004,356,173.45269096993522,2.0524328449980977,52.052534801388205,Medium,0.0,Low,REORDER SOON
2023-09-18,P0020,S003,69,20.37933731453164,3.3857823213318636,28.396518581799995,Low,17.5,Low,MONITOR
2023-09-18,P0016,S002,64,8.068675542040989,7.931908981410233,6.661175449557032,Low,55.0,Medium,HOLD
2023-09-18,P0002,S002,457,8.816397210572687,51.8352325882008,10.409733584354239,Low,70.0,High,HOLD
2023-09-18,P0003,S002,308,286.4934820381392,1.0750680881423955,48.40057020308392,Medium,6.0,Low,REORDER SOON
2023-09-18,P0008,S003,193,192.4181358885316,1.0030239567012824,47.196094292198566,Medium,6.0,Low,REORDER SOON
2023-09-18,P0010,S001,328,15.21377957443457,21.559402671455516,5.930297794079864,Low,76.0,High,REDUCE INVENTORY
2023-09-18,P0020,S002,124,0.9296733447883607,133.38018207699446,11.0,Low,70.0,High,HOLD
2023-09-18,P0002,S005,122,97.22087200210224,1.2548745705280442,48.955064482455505,Medium,6.0,Low,REORDER SOON
2023-09-18,P0008,S005,144,59.204169784365014,2.4322611147910798,48.26816859595197,Medium,6.0,Low,REORDER SOON
2023-09-18,P0012,S005,483,99.44133074781948,4.8571353215784585,23.699985038823634,Low,23.5,Low,MONITOR
2023-09-18,P0011,S002,62,26.045195805384857,2.3804774002574964,52.628914627490005,Medium,0.0,Low,REORDER SOON
2023-09-18,P0008,S004,347,98.54744085225738,3.521146739063711,24.076831145013806,Low,23.5,Low,MONITOR
2023-09-18,P0009,S005,302,233.76101325893308,1.2919177402156439,50.914972826095486,Medium,0.0,Low,REORDER SOON
2023-09-18,P0017,S005,116,92.82443495083493,1.2496709520660176,46.83943889196814,Medium,6.0,Low,REORDER SOON
2023-09-18,P0004,S004,81,25.62368960804511,3.161137261613109,27.623155620327577,Low,17.5,Low,MONITOR
2023-09-18,P0013,S002,470,354.4435945607858,1.3260219883008681,50.32520121616251,Medium,0.0,Low,REORDER SOON
2023-09-18,P0018,S003,242,34.36357939714101,7.042339716803017,11.0,Low,49.0,Medium,HOLD
2023-09-18,P0013,S001,127,29.889851210607336,4.248933830588294,23.26366374669665,Low,23.5,Low,MONITOR
2023-09-18,P0009,S002,183,101.36541035085763,1.8053495701006816,48.550752299961616,Medium,6.0,Low,REORDER SOON
2023-09-18,P0010,S002,107,69.25315412720583,1.5450559811826023,49.0,Medium,6.0,Low,REORDER SOON
2023-09-18,P0007,S003,150,127.36051734776568,1.1777590349324338,51.58204335920239,Medium,0.0,Low,REORDER SOON
2023-09-18,P0011,S001,416,337.0478591956674,1.2342460830124966,52.4759895165134,Medium,0.0,Low,REORDER SOON
2023-09-18,P0019,S003,257,134.55345260472825,1.910021593834367,50.147846600267066,Medium,0.0,Low,REORDER SOON
2023-09-18,P0020,S004,85,80.40628398899052,1.05713130595164,48.057715255824945,Medium,6.0,Low,REORDER SOON
2023-09-18,P0017,S001,338,330.7310743346509,1.021978357128892,47.084792979083716,Medium,6.0,Low,REORDER SOON
2023-09-18,P0011,S004,271,124.27718466236504,2.1806094234935394,48.76028137953453,Medium,6.0,Low,REORDER SOON
2023-09-18,P0017,S003,144,85.98958408272287,1.6746214269564381,51.14850818123983,Medium,0.0,Low,REORDER SOON
2023-09-18,P0015,S004,56,10.394373228935423,5.3875302306934225,23.198804435882828,Low,23.5,Low,MONITOR
2023-09-18,P0017,S004,399,94.03163383287992,4.243252868594549,22.794796871008614,Low,23.5,Low,MONITOR
2023-09-18,P0007,S002,138,48.6729016636609,2.835253195989968,48.95623698134013,Medium,6.0,Low,REORDER SOON
2023-09-18,P0010,S005,357,0.35070097774991027,1017.9612337852724,10.336176205882303,Low,70.0,High,HOLD
2023-09-18,P0015,S005,469,445.1735887369251,1.0535216191299144,48.15219862298005,Medium,6.0,Low,REORDER SOON
2023-09-18,P0012,S002,165,93.04139544582092,1.7734041843351478,48.25866253161357,Medium,6.0,Low,REORDER SOON
2023-09-18,P0016,S003,69,54.41684908647916,1.2679896237715882,47.2797584728667,Medium,6.0,Low,REORDER SOON
2023-09-18,P0009,S004,176,86.81311861552055,2.0273433647680816,52.25491110383239,Medium,0.0,Low,REORDER SOON
2023-09-18,P0015,S001,377,246.1490906519988,1.531592089174101,53.0,Medium,0.0,Low,REORDER SOON
2023-09-18,P0006,S001,404,336.1290322308134,1.201919385893989,47.205393389939275,Medium,6.0,Low,REORDER SOON
2023-09-18,P0017,S002,234,65.51234757372656,3.571845746126867,24.0526175686861,Low,23.5,Low,MONITOR
2023-09-18,P0009,S001,453,224.11851923739894,2.021251976594388,51.88550226619292,Medium,0.0,Low,REORDER SOON
2023-09-18,P0012,S004,186,139.1590149106901,1.3366004359787373,50.21342173589656,Medium,0.0,Low,REORDER SOON
2023-09-18,P0013,S003,198,168.8438175435071,1.172681374306051,48.640627088456675,Medium,6.0,Low,REORDER SOON
2023-09-18,P0002,S003,211,193.84085384285294,1.088521825079547,47.056432345019225,Medium,6.0,Low,REORDER SOON
2023-09-18,P0018,S005,448,354.8773287729676,1.2624080595653027,46.881498398351674,Medium,6.0,Low,REORDER SOON
2023-09-18,P0011,S003,118,62.90768777353805,1.8757643807349789,48.73256411742396,Medium,6.0,Low,REORDER SOON
2023-09-18,P0014,S005,339,297.00027851447214,1.1414130710435724,49.0,Medium,6.0,Low,REORDER SOON
2023-09-19,P0008,S003,294,182.60821517501253,1.610004236218119,47.15931651972075,Medium,6.0,Low,REORDER SOON
2023-09-19,P0009,S003,375,194.54918455869378,1.9275331369320943,53.0,Medium,0.0,Low,REORDER SOON
2023-09-19,P0001,S004,373,318.01163848776514,1.172913047376882,47.80878718613708,Medium,6.0,Low,REORDER SOON
2023-09-19,P0020,S002,83,79.64270073102729,1.0421545130709609,49.0,Medium,6.0,Low,REORDER SOON
2023-09-19,P0005,S002,133,81.8465766680923,1.6249916051999003,51.65598676529703,Medium,0.0,Low,REORDER SOON
2023-09-19,P0013,S005,450,223.09825870090407,2.0170484638487967,51.093233138739954,Medium,0.0,Low,REORDER SOON
2023-09-19,P0009,S001,50,16.89413759711018,2.959606532892968,47.74550036899978,Medium,6.0,Low,REORDER SOON
2023-09-19,P0004,S001,352,333.2998880980619,1.0561059651374267,46.873395186563485,Medium,6.0,Low,REORDER SOON
2023-09-19,P0013,S001,196,62.31096480802028,3.145513804895733,23.32315288329892,Low,23.5,Low,MONITOR
2023-09-19,P0012,S004,243,66.6379962828355,3.646568227661304,22.18446135218531,Low,23.5,Low,MONITOR
2023-09-19,P0019,S004,499,411.2943802752422,1.2132429323883889,51.12860122645387,Medium,0.0,Low,REORDER SOON
2023-09-19,P0014,S002,424,259.6139295240683,1.6331943389065795,47.752727930550996,Medium,6.0,Low,REORDER SOON
2023-09-19,P0004,S002,452,153.48942939599814,2.944828199431594,51.76134204950067,Medium,0.0,Low,REORDER SOON
2023-09-19,P0004,S005,480,111.69001381095441,4.29760892332276,24.182907372234062,Low,23.5,Low,MONITOR
2023-09-19,P0012,S002,376,97.02552625740455,3.8752688545330654,28.239310458628445,Low,17.5,Low,MONITOR
2023-09-19,P0008,S005,303,121.99172768808873,2.4837749718138054,48.570008480375996,Medium,6.0,Low,REORDER SOON
2023-09-19,P0017,S001,200,129.490286188601,1.5445173988472192,51.659890857977146,Medium,0.0,Low,REORDER SOON
2023-09-19,P0005,S001,97,39.82826858126849,2.4354561083184967,46.692391254226806,Medium,6.0,Low,REORDER SOON
2023-09-19,P0017,S003,302,134.735489635987,2.241428749143297,47.00998444392362,Medium,6.0,Low,REORDER SOON
2023-09-19,P0002,S003,95,42.913992987046,2.213730146916803,50.942156564211714,Medium,0.0,Low,REORDER SOON
2023-09-19,P0003,S005,336,257.2631012006901,1.306055934301622,51.02970330307249,Medium,0.0,Low,REORDER SOON
2023-09-19,P0018,S005,183,69.72199569486503,2.6247097228956373,52.1429447154428,Medium,0.0,Low,REORDER SOON
2023-09-19,P0004,S003,245,65.84177377385853,3.7210419154484184,23.299777340394222,Low,23.5,Low,MONITOR
2023-09-19,P0019,S003,166,4.183546338064085,39.67925453332391,8.356666696895292,Low,70.0,High,HOLD
2023-09-19,P0004,S004,178,28.485343777902614,6.2488275159270765,23.680807398706282,Low,23.5,Low,MONITOR
2023-09-19,P0008,S004,250,200.35909824933614,1.2477596584552821,47.61271890365814,Medium,6.0,Low,REORDER SOON
2023-09-19,P0012,S005,398,308.9341872909081,1.2883002800373888,51.683794656529834,Medium,0.0,Low,REORDER SOON
2023-09-19,P0015,S003,414,268.18230780749684,1.5437259951434683,48.57167121438029,Medium,6.0,Low,REORDER SOON
2023-09-19,P0002,S005,239,194.48582026038426,1.2288813635874258,48.97184328394589,Medium,6.0,Low,REORDER SOON
2023-09-19,P0014,S003,493,195.07680635277435,2.527209714047016,48.18425084835843,Medium,6.0,Low,REORDER SOON
2023-09-19,P0015,S004,375,297.348525393813,1.2611463248500867,46.24717405287741,Medium,6.0,Low,REORDER SOON
2023-09-19,P0013,S004,378,48.39578238016644,7.8105979779533845,6.234225580869209,Low,55.0,Medium,HOLD
2023-09-19,P0012,S003,55,29.50967540904707,1.8637954920757316,47.268084074705655,Medium,6.0,Low,REORDER SOON
2023-09-19,P0016,S004,488,386.75902309128156,1.261767588767603,48.90199751762998,Medium,6.0,Low,REORDER SOON
2023-09-19,P0009,S002,235,230.6459364103903,1.0188776947791636,48.56608864165086,Medium,6.0,Low,REORDER SOON
2023-09-19,P0012,S001,372,63.517477428603385,5.856655759324595,28.088019477859916,Low,17.5,Low,MONITOR
2023-09-19,P0016,S005,293,149.12212248381613,1.9648325487842933,48.18501020010816,Medium,6.0,Low,REORDER SOON
2023-09-19,P0001,S005,148,141.818430494387,1.0435879136728823,47.55012867625323,Medium,6.0,Low,REORDER SOON
2023-09-19,P0008,S002,293,172.20526432532208,1.7014578569821082,51.025297333222234,Medium,0.0,Low,REORDER SOON
2023-09-19,P0019,S002,167,99.46587190611389,1.6789678389149574,50.54531826159861,Medium,0.0,Low,REORDER SOON
2023-09-19,P0006,S002,328,282.56605632316666,1.16079052193329,50.64879209667565,Medium,0.0,Low,REORDER SOON
2023-09-19,P0007,S005,179,150.14365720327936,1.1921915539705554,47.38070146783948,Medium,6.0,Low,REORDER SOON
2023-09-19,P0010,S004,320,8.017858350634548,39.91090712829501,9.739308020187327,Low,70.0,High,HOLD
2023-09-19,P0009,S005,216,207.1025910415692,1.0429613599409044,51.06402687194555,Medium,0.0,Low,REORDER SOON
2023-09-19,P0018,S001,189,90.40230458284083,2.0906546671806185,47.06446399722671,Medium,6.0,Low,REORDER SOON
2023-09-19,P0014,S004,60,18.867603235873165,3.1800541515480565,23.523158012890253,Low,23.5,Low,MONITOR
2023-09-19,P0011,S002,454,381.0710333951927,1.1913789299465742,52.79209090367725,Medium,0.0,Low,REORDER SOON
2023-09-19,P0016,S002,192,19.713839381692523,9.739350934263111,5.976499120849072,Low,55.0,Medium,HOLD
2023-09-19,P0016,S001,204,151.7272918206184,1.3445175060606875,48.57096376262534,Medium,6.0,Low,REORDER SOON
2023-09-19,P0019,S001,212,60.18427396964234,3.522514870029591,24.165413099106896,Low,23.5,Low,MONITOR
2023-09-19,P0002,S001,279,170.5416095827459,1.6359643882956942,46.98453079713991,Medium,6.0,Low,REORDER SOON
2023-09-19,P0003,S002,154,59.16752569907484,2.6027791120291512,52.233053588092,Medium,0.0,Low,REORDER SOON
2023-09-19,P0010,S005,283,212.2426983232632,1.3333792033164202,48.86845168257109,Medium,6.0,Low,REORDER SOON
2023-09-19,P0003,S004,478,46.8431420256184,10.204268529608518,7.794504046108427,Low,49.0,Medium,HOLD
2023-09-19,P0010,S001,458,212.06224516097535,2.159743237898545,47.587273049259736,Medium,6.0,Low,REORDER SOON
2023-09-19,P0015,S005,477,200.57860313501996,2.3781200613851436,52.97884796372444,Medium,0.0,Low,REORDER SOON
2023-09-19,P0014,S005,382,193.40728715449532,1.9751065516722506,53.0,Medium,0.0,Low,REORDER SOON
2023-09-19,P0002,S002,447,195.7643552761546,2.283357454779959,48.633020022590415,Medium,6.0,Low,REORDER SOON
2023-09-19,P0017,S005,471,79.31614311063908,5.938261513081848,26.861673517527194,Low,17.5,Low,MONITOR
2023-09-19,P0020,S003,180,85.02762621602264,2.1169590168575203,48.27409380355069,Medium,6.0,Low,REORDER SOON
2023-09-19,P0011,S004,353,245.81233588765414,1.4360548616296247,51.499003119860085,Medium,0.0,Low,REORDER SOON
2023-09-19,P0013,S003,415,1.3842763587668723,299.7956277817865,6.4904704618614435,Low,76.0,High,REDUCE INVENTORY
2023-09-19,P0005,S005,176,7.915823597477078,22.233946705949148,6.433552199373592,Low,76.0,High,REDUCE INVENTORY
2023-09-19,P0007,S004,401,86.30220145779332,4.646463163469958,28.06617294841822,Low,17.5,Low,MONITOR
2023-09-19,P0016,S003,234,140.58629455528876,1.6644581233199385,50.82853602653732,Medium,0.0,Low,REORDER SOON
2023-09-19,P0007,S002,390,304.60063431821226,1.2803650290254227,48.71495244113871,Medium,6.0,Low,REORDER SOON
2023-09-19,P0003,S001,446,37.29962819274122,11.957223747522365,10.439024568297981,Low,49.0,Medium,HOLD
2023-09-19,P0009,S004,172,17.375035384714614,9.899260415395414,10.102019413242047,Low,49.0,Medium,HOLD
2023-09-19,P0020,S004,352,303.0669340572394,1.161459599988954,47.77656694332722,Medium,6.0,Low,REORDER SOON
2023-09-19,P0010,S002,50,45.17685826847527,1.106761335701167,49.0,Medium,6.0,Low,REORDER SOON
2023-09-19,P0011,S003,291,60.18427396964234,4.835150128200995,24.70963414772231,Low,23.5,Low,MONITOR
2023-09-19,P0015,S001,471,130.89507238632405,3.598301994210213,29.0,Low,17.5,Low,MONITOR
2023-09-19,P0018,S002,127,5.961577776211147,21.303085318583943,6.027912396130914,Low,76.0,High,REDUCE INVENTORY
2023-09-19,P0006,S003,302,70.40948272116849,4.289194982385579,26.225851021553208,Low,17.5,Low,MONITOR
2023-09-19,P0015,S002,153,92.62316323060325,1.6518546189043117,52.0888200150264,Medium,0.0,Low,REORDER SOON
2023-09-19,P0019,S005,399,383.69410478649945,1.039890879277432,51.794093147172475,Medium,0.0,Low,REORDER SOON
2023-09-19,P0005,S003,55,42.05624305911376,1.3077725445587864,47.81422396556975,Medium,6.0,Low,REORDER SOON
2023-09-19,P0011,S005,325,184.75125508644408,1.7591220143426594,46.6783425383684,Medium,6.0,Low,REORDER SOON
2023-09-19,P0014,S001,362,30.941508853470438,11.69949409107105,4.954217405421082,Low,55.0,Medium,HOLD
2023-09-19,P0010,S003,269,10.276763869155184,26.175555206379723,5.5530143662231435,Low,76.0,High,REDUCE INVENTORY
2023-09-19,P0006,S001,439,424.49444153565787,1.034171374333823,52.15655814059433,Medium,0.0,Low,REORDER SOON
2023-09-19,P0001,S003,111,71.1669122643422,1.5597135869503778,51.28598780794279,Medium,0.0,Low,REORDER SOON
2023-09-19,P0006,S005,91,47.06403894178,1.9335357110461866,52.46751133487618,Medium,0.0,Low,REORDER SOON
2023-09-19,P0011,S001,249,198.14028424978812,1.2566853880460518,52.391270312948215,Medium,0.0,Low,REORDER SOON
2023-09-19,P0002,S004,193,71.04620232900483,2.7165421046186893,51.08115414054037,Medium,0.0,Low,REORDER SOON
2023-09-19,P0005,S004,341,174.1079650214405,1.9585548539264566,51.38085307107892,Medium,0.0,Low,REORDER SOON
2023-09-19,P0020,S005,190,68.77393257362067,2.7626746485175913,52.01499312645302,Medium,0.0,Low,REORDER SOON
2023-09-19,P0001,S002,94,91.63554812341071,1.0258027798710272,51.606827292204095,Medium,0.0,Low,REORDER SOON
2023-09-19,P0013,S002,232,133.20408601845722,1.7416883140345505,52.14768400498871,Medium,0.0,Low,REORDER SOON
2023-09-19,P0018,S004,196,134.5502895186117,1.4567044091933246,46.85577033229908,Medium,6.0,Low,REORDER SOON
2023-09-19,P0001,S001,441,71.49874818160944,6.167940155817048,27.447244660555096,Low,17.5,Low,MONITOR
2023-09-19,P0017,S002,305,106.43062330897395,2.8657165627468726,50.506179145762346,Medium,0.0,Low,REORDER SOON
2023-09-19,P0017,S004,356,332.6778509413283,1.070104303585828,46.79527944599301,Medium,6.0,Low,REORDER SOON
2023-09-19,P0006,S004,112,72.5501081853966,1.543760620091593,47.838258606126054,Medium,6.0,Low,REORDER SOON
2023-09-19,P0020,S001,129,17.76527203050174,7.2613579898194605,10.476134884155226,Low,49.0,Medium,HOLD
2023-09-19,P0007,S001,51,28.35599199814185,1.7985616586202309,50.759611415727335,Medium,0.0,Low,REORDER SOON
2023-09-19,P0018,S003,260,79.59222595807465,3.2666506919526976,25.0,Low,23.5,Low,MONITOR
2023-09-19,P0008,S001,97,20.717859010644222,4.681950965597569,26.31340998611236,Low,17.5,Low,MONITOR
2023-09-19,P0003,S003,168,90.4808208928347,1.8567470801240724,48.50130088726462,Medium,6.0,Low,REORDER SOON
2023-09-19,P0007,S003,405,328.73149278269915,1.2320085203023627,47.619300122142995,Medium,6.0,Low,REORDER SOON
2023-09-20,P0007,S002,411,63.16924086368704,6.506331157072115,29.0,Low,17.5,Low,MONITOR
2023-09-20,P0009,S001,131,107.8663505904454,1.2144658578224277,47.56891201916443,Medium,6.0,Low,REORDER SOON
2023-09-20,P0006,S002,123,36.82306262685486,3.340297933564514,27.43592846829767,Low,17.5,Low,MONITOR
2023-09-20,P0020,S002,57,26.07103192127188,2.186334632711356,49.0,Medium,6.0,Low,REORDER SOON
2023-09-20,P0013,S002,244,115.22524162125248,2.1175915673236996,52.10966030322944,Medium,0.0,Low,REORDER SOON
2023-09-20,P0012,S004,269,269.47814261158555,0.9982256720083056,61.373745660833336,High,6.0,Low,REORDER SOON
2023-09-20,P0017,S005,433,99.93878740201932,4.332652128929583,22.83948794615735,Low,23.5,Low,MONITOR
2023-09-20,P0003,S002,445,26.676668395331365,16.681243452344994,10.359877104455345,Low,70.0,High,HOLD
2023-09-20,P0013,S001,426,406.2138516732735,1.048708699236187,47.38447352041983,Medium,6.0,Low,REORDER SOON
2023-09-20,P0017,S004,192,174.95799318382825,1.0974062773929152,52.15539161604482,Medium,0.0,Low,REORDER SOON
2023-09-20,P0008,S003,440,108.06329109336417,4.071687948314014,26.86406634658154,Low,17.5,Low,MONITOR
2023-09-20,P0016,S002,167,8.63498533173605,19.339928625729918,5.533878169265475,Low,76.0,High,REDUCE INVENTORY
2023-09-20,P0005,S002,153,90.78535033394628,1.6852939316442834,51.558557335205414,Medium,0.0,Low,REORDER SOON
2023-09-20,P0020,S004,348,149.97641288189575,2.3203648714684553,52.16155673367749,Medium,0.0,Low,REORDER SOON
2023-09-20,P0010,S003,404,25.37060329157792,15.92394139614775,4.976840836658673,Low,76.0,High,REDUCE INVENTORY
2023-09-20,P0004,S001,354,353.6426582666136,1.0010104599234095,51.65851319826679,Medium,0.0,Low,REORDER SOON
2023-09-20,P0013,S005,188,152.36070483570455,1.233913955719268,50.969569870947275,Medium,0.0,Low,REORDER SOON
2023-09-20,P0019,S005,278,70.92226393379046,3.919784628696105,28.72707727670359,Low,17.5,Low,MONITOR
2023-09-20,P0001,S004,468,205.6629382091751,2.2755679952603214,51.98922253123138,Medium,0.0,Low,REORDER SOON
2023-09-20,P0014,S001,351,114.24080243268538,3.072457410361953,27.00005662286049,Low,17.5,Low,MONITOR
2023-09-20,P0006,S005,305,150.6279473432697,2.0248566443312677,48.38118702654952,Medium,6.0,Low,REORDER SOON
2023-09-20,P0004,S002,82,7.7068493515507965,10.639886192079219,5.602157107161933,Low,55.0,Medium,HOLD
2023-09-20,P0018,S004,91,58.47727658840189,1.5561600216185258,46.91328518893648,Medium,6.0,Low,REORDER SOON
2023-09-20,P0006,S004,121,108.16810607166467,1.1186291818757907,51.53678945888845,Medium,0.0,Low,REORDER SOON
2023-09-20,P0015,S003,71,66.3368298328576,1.0702953424046902,52.649148155465646,Medium,0.0,Low,REORDER SOON
2023-09-20,P0007,S001,65,64.25910763280467,1.0115297643320695,47.03387791550618,Medium,6.0,Low,REORDER SOON
2023-09-20,P0017,S002,330,55.325011109072115,5.9647525302690285,26.587746942924397,Low,17.5,Low,MONITOR
2023-09-20,P0004,S003,455,436.9751905087748,1.0412490454440646,51.27845987115127,Medium,0.0,Low,REORDER SOON
2023-09-20,P0017,S003,448,151.03407459529717,2.9662180617217464,46.91406790962043,Medium,6.0,Low,REORDER SOON
2023-09-20,P0010,S004,316,306.51356625146786,1.030949474323591,47.744718048721204,Medium,6.0,Low,REORDER SOON
2023-09-20,P0008,S005,451,46.90462473775869,9.615256544989274,6.164534991334918,Low,55.0,Medium,HOLD
2023-09-20,P0016,S001,363,75.92455116996454,4.7810621782589,24.670696149276203,Low,23.5,Low,MONITOR
2023-09-20,P0014,S002,461,174.1295702216721,2.6474538437850237,47.908792942304416,Medium,6.0,Low,REORDER SOON
2023-09-20,P0002,S001,168,151.2133419286891,1.1110130750183893,50.56442263834492,Medium,0.0,Low,REORDER SOON
2023-09-20,P0010,S005,276,133.67318558097537,2.0647372081426694,52.80777279768238,Medium,0.0,Low,REORDER SOON
2023-09-20,P0018,S005,408,391.69156651868894,1.0416359066044198,48.11177203255148,Medium,6.0,Low,REORDER SOON
